,stock,mktcap
2597,8172.HK,0
2598,8173.HK,0
2599,8175.HK,0
2600,8186.HK,0
2601,8187.HK,0
2602,8188.HK,0
2603,8189.HK,0
2604,8195.HK,0
2605,8196.HK,0
2606,8198.HK,0
2607,8200.HK,0
2608,8206.HK,0
2609,8207.HK,0
2610,8208.HK,0
2611,8210.HK,0
2612,8217.HK,0
2613,8218.HK,0
2614,8219.HK,0
2615,8220.HK,0
2616,8226.HK,0
2617,8227.HK,0
2618,8228.HK,0
2619,8229.HK,0
2620,8237.HK,0
2621,8238.HK,0
2622,8239.HK,0
2623,8241.HK,0
2624,8249.HK,0
2625,8250.HK,0
2626,8255.HK,0
2627,8256.HK,0
2628,8262.HK,0
2629,8265.HK,0
2630,8266.HK,0
2631,8267.HK,0
2632,8272.HK,0
2633,8275.HK,0
2634,8277.HK,0
2635,8279.HK,0
2636,8285.HK,0
2637,8286.HK,0
2638,8287.HK,0
2639,8290.HK,0
2640,8296.HK,0
2641,8297.HK,0
2642,8299.HK,0
2643,8300.HK,0
2644,8309.HK,0
2645,8310.HK,0
2646,8311.HK,0
2647,8313.HK,0
2648,8320.HK,0
2649,8321.HK,0
2650,8325.HK,0
2651,8326.HK,0
2652,8337.HK,0
2653,8340.HK,0
2654,8341.HK,0
2655,8346.HK,0
2656,8351.HK,0
2657,8353.HK,0
2658,8356.HK,0
2659,8357.HK,0
2660,8366.HK,0
2661,8367.HK,0
2662,8368.HK,0
2663,8370.HK,0
2664,8377.HK,0
2665,8379.HK,0
2666,8383.HK,0
2667,8385.HK,0
2668,8401.HK,0
2669,8402.HK,0
2670,8403.HK,0
2671,8405.HK,0
2672,8416.HK,0
2673,8417.HK,0
2674,8418.HK,0
2675,8419.HK,0
2676,8426.HK,0
2677,8427.HK,0
2678,8428.HK,0
2679,8429.HK,0
2680,8437.HK,0
2681,8439.HK,0
2682,8441.HK,0
2683,8445.HK,0
2684,8451.HK,0
2685,8452.HK,0
2686,8455.HK,0
2687,8456.HK,0
2688,8473.HK,0
2689,8475.HK,0
2690,8476.HK,0
2691,8479.HK,0
2692,8485.HK,0
2693,8487.HK,0
2694,8490.HK,0
2695,8491.HK,0
2696,8501.HK,0
2697,8502.HK,0
2698,8506.HK,0
2699,8507.HK,0
2700,8513.HK,0
2701,8516.HK,0
2702,8519.HK,0
2703,8521.HK,0
2704,8532.HK,0
2705,8535.HK,0
2706,8536.HK,0
2707,8537.HK,0
2708,8603.HK,0
2709,8606.HK,0
2710,8607.HK,0
2711,8609.HK,0
2712,8617.HK,0
2713,8619.HK,0
2714,8620.HK,0
2715,8621.HK,0
2716,8635.HK,0
2717,8645.HK,0
2718,8646.HK,0
2719,8657.HK,0
2720,9022.HK,0
2721,9031.HK,0
2722,9047.HK,0
2723,9067.HK,0
2724,9081.HK,0
2725,9085.HK,0
2726,9086.HK,0
2727,9088.HK,0
2728,9126.HK,0
2729,9140.HK,0
2730,9141.HK,0
2731,9167.HK,0
2732,9186.HK,0
2733,9187.HK,0
2734,9191.HK,0
2735,9616.HK,0
2736,9677.HK,0
2737,9688.HK,0
2738,9698.HK,0
2739,9803.HK,0
2740,9809.HK,0
2741,9810.HK,0
2742,9812.HK,0
2743,9820.HK,0
2744,9846.HK,0
2745,9900.HK,0
2746,9901.HK,0
2747,9906.HK,0
2748,9916.HK,0
2749,9918.HK,0
2750,9919.HK,0
2751,9922.HK,0
2752,9933.HK,0
2753,9936.HK,0
2754,9938.HK,0
2755,9939.HK,0
2756,9969.HK,0
2757,9977.HK,0
2758,9978.HK,0
2759,9979.HK,0
2760,9989.HK,0
2761,9990.HK,0
2762,9991.HK,0
2763,9993.HK,0
2764,9999.HK,484968628224
